PUMFID,VERDATE,EMP_10_A,EMP_10_B,EMP_10_C,EMP_10_D,EMP_10_E,EMP_10_F,EMP_10_G,EMP_10_H,EMP_10_I,CIN_05_A,CIN_05_B,CIN_05_C,CIN_05_D,CIN_05_E,CIN_05_F,CIN_05_G,CIN_05_H,CIN_05_I,CIN_05_J,CIN_05_K,CIN_10A,CIN_10B,CIN_10C,EXP_05A,EXP_05B,EXP_05C,EXP_05D,EXP_05E,EXP_05F,EXP_05G,EXP_05H,LTC_05_G,LTC_10,HL_05,HL_10,HL_15,HL_20,HL_25_A,HL_25_B,HL_25_C,HL_25_D,HL_25_E,HL_25_F,HL_25_G,HL_25_H,HL_25_I,HL_25_J,HL_25_K,HL_30,DIS_STAT,PRURURB,PCSIZMIZ,PPROV,PVISMIN,PDISTYP1,PDISTYP2,PDISTYP3,PDISTYP4,PDISTYP5,PDISTYP6,PAGEGR,PDEM_10,PED_05,PEMP_15B,PFACT2,PLTC_05A,PLTC_05B,PLTC_05C,PLTC_05D,PLTC_05E,PLTC_05F,PEDU_01,PHHARR,PIIDFLAG,PLFS_BEF,PLFS_CUR
6313,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,6,3,4,3,3,3,2,3,3,3,2,2,3,4,3,4,1,2,2,2,2,2,2,1,2,2,2,2,2,9,9,13,9,2,2,1,2,2,1,13,1,2,6,2.7643,2,2,1,2,2,1,2,2,9,3,3
6314,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,1,1,1,1,1,1,1,2,2,5,5,4,5,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,48,9,1,2,1,1,1,1,16,2,2,6,0.727,1,2,1,1,1,1,2,2,2,3,3
6315,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,2,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,59,2,2,2,1,1,2,2,8,2,2,1,0.2968,2,2,1,1,2,2,2,3,2,1,1
6316,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,6,1,1,1,1,1,1,1,1,2,1,5,4,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,35,2,2,2,2,2,2,1,14,2,1,6,0.6004,2,2,2,2,2,1,2,1,2,2,2
6317,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,9,4,2,4,4,2,2,3,4,3,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,59,1,2,2,2,2,2,1,17,2,2,6,1.1376,2,2,2,2,2,1,2,1,2,3,3
6318,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,3,4,4,4,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,59,2,2,2,2,2,1,1,14,2,2,1,0.5083,2,2,2,2,1,1,2,3,2,1,1
6319,27/08/2020,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,2,1,2,5,1,2,1,4,3,4,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,24,2,1,2,1,2,2,2,4,1,2,1,3.0869,1,2,1,2,2,2,2,3,2,1,1
6320,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,6,6,4,4,2,1,2,4,1,2,2,1,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,24,1,2,2,1,2,2,2,4,1,2,6,3.0869,2,2,1,2,2,2,2,1,2,9,2
6321,27/08/2020,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,3,4,4,4,3,3,3,4,3,2,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,2,1,2,2,2,1,1,7,2,2,3,0.6206,1,2,2,2,1,1,2,2,2,1,1
6322,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,2,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,35,2,2,2,2,2,1,2,15,2,2,1,0.5119,2,2,2,2,1,2,2,2,2,1,1
6323,27/08/2020,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,3,2,2,5,5,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,24,2,2,2,2,2,1,1,9,2,2,1,0.7916,2,2,2,2,1,1,2,3,2,1,1
6324,27/08/2020,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,6,1,1,2,2,1,3,2,2,5,2,2,1,5,4,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,24,2,2,2,2,2,1,2,9,2,2,1,0.7916,2,2,2,2,1,2,2,2,2,1,1
6325,27/08/2020,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,1,1,2,1,1,1,1,2,2,1,5,5,4,5,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,48,2,2,2,1,1,1,1,2,2,1,6,2.2138,2,2,1,1,1,1,1,2,1,1,1
6326,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,1,4,4,2,1,2,2,4,5,4,5,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,24,2,2,2,2,2,1,1,11,1,2,1,2.8996,2,2,2,2,1,1,2,2,2,1,1
6327,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,3,3,3,2,1,3,3,4,3,1,2,2,2,2,2,2,1,2,2,2,2,1,1,5,35,2,2,2,1,1,2,1,15,2,2,6,0.5119,2,2,1,1,2,1,2,2,2,3,3
6328,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,7,9,9,5,5,3,2,1,4,4,2,2,1,4,4,4,4,1,2,1,2,2,2,1,1,2,2,2,2,1,2,3,35,2,1,2,1,2,2,1,12,2,2,6,0.4558,1,2,1,2,2,1,2,3,1,3,3
6329,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,3,3,2,2,3,4,2,2,1,4,5,5,4,2,2,2,2,2,2,2,1,2,2,2,2,1,9,9,13,2,2,2,1,2,1,2,16,2,1,6,0.5423,2,2,1,2,1,2,2,3,2,3,3
6330,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,3,6,4,4,4,4,4,4,4,4,2,2,1,4,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,35,2,2,2,2,2,1,2,10,2,2,1,0.3567,2,2,2,2,1,2,2,3,2,1,1
6331,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,2,4,1,4,2,2,1,5,5,3,3,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,35,2,2,2,1,1,1,1,7,1,1,1,0.8671,2,2,1,1,1,1,2,2,2,1,1
6332,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,48,2,2,2,2,2,1,2,8,2,2,3,0.4116,2,2,2,2,1,2,1,3,2,1,1
6333,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,3,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,35,2,2,2,1,2,2,2,17,2,2,6,1.5231,2,2,1,2,2,2,2,1,2,3,3
6334,27/08/2020,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,3,6,1,2,4,4,2,1,4,2,2,2,2,4,4,4,4,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,35,2,2,2,2,2,1,2,8,2,2,3,0.3588,2,2,2,2,1,2,2,1,2,1,1
6335,27/08/2020,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,6,1,3,3,3,3,2,4,3,2,2,2,3,3,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,35,2,1,2,2,2,2,2,17,1,2,1,2.2754,1,2,2,2,2,2,2,2,2,1,1
6336,27/08/2020,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,4,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,24,2,2,2,2,1,1,1,11,1,2,2,2.8996,2,2,2,1,1,1,2,2,2,1,1
6337,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,9,4,4,4,4,2,1,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,1,1,9,9,10,2,2,1,1,2,2,2,13,2,2,6,1.2637,2,1,1,2,2,2,2,2,2,3,3
6338,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,3,3,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,5,48,2,2,2,2,2,2,1,17,2,1,6,1.6298,2,2,2,2,2,1,2,1,2,3,3
6339,27/08/2020,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,1,4,4,4,3,4,4,3,4,2,1,2,3,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,6,24,2,2,2,1,2,2,2,9,2,2,3,0.7916,2,2,1,2,2,2,2,3,2,1,1
6340,27/08/2020,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,6,4,4,4,4,4,4,4,4,2,2,2,4,4,4,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,48,2,2,2,2,2,1,1,7,2,1,2,0.6206,2,2,2,2,1,1,2,2,2,1,1
6341,27/08/2020,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,4,4,5,4,4,3,4,3,2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,35,2,2,2,2,2,2,1,16,2,2,1,0.5703,2,2,2,2,2,1,2,2,2,1,1
6342,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,1,5,5,4,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,35,2,2,2,1,1,1,1,17,2,2,6,1.5231,2,2,1,1,1,1,2,1,2,3,3
6343,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,3,2,2,2,1,3,1,3,3,1,2,2,2,2,2,1,1,2,2,2,1,1,1,5,35,2,1,1,1,2,2,1,17,1,1,6,2.2754,1,1,1,2,2,1,2,2,2,3,3
6344,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,6,6,4,4,4,5,4,5,4,4,2,1,3,3,3,3,2,2,2,2,2,2,1,1,2,2,2,2,1,9,7,47,2,2,2,2,2,2,1,13,2,2,6,0.9898,2,2,2,2,2,1,2,2,2,3,3
6345,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,35,2,2,2,2,2,1,2,17,2,2,6,1.5231,2,2,2,2,1,2,2,1,2,3,3
6346,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,3,3,2,4,4,4,3,2,2,4,4,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,35,2,2,2,2,2,1,2,12,2,2,1,0.4558,2,2,2,2,1,2,2,3,2,1,1
6347,27/08/2020,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,1,4,4,2,2,4,4,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,24,2,2,2,2,2,1,2,3,2,2,3,1.9943,2,2,2,2,1,2,9,3,2,1,1
6348,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,1,2,3,3,4,1,2,2,2,2,2,2,1,2,2,2,2,1,2,6,48,2,1,2,2,2,2,1,14,2,1,1,0.5496,1,2,2,2,2,1,2,2,2,1,1
6349,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,9,9,2,2,9,2,9,9,2,2,4,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,24,2,1,2,2,2,2,1,13,2,1,6,1.6273,1,2,2,2,2,1,2,2,2,3,3
6350,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,6,6,4,4,4,2,2,4,3,1,2,1,3,4,5,5,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,59,2,2,2,2,2,1,2,7,2,1,6,0.451,2,2,2,2,1,2,2,3,2,1,1
6351,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,6,6,4,2,2,1,4,1,4,2,2,1,3,4,4,4,2,2,2,2,2,2,1,1,2,1,2,2,1,2,4,59,2,2,2,1,2,2,1,17,2,1,6,1.1376,2,2,1,2,2,1,2,1,2,3,3
6352,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,6,6,4,4,4,4,4,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,48,2,2,1,2,2,2,1,13,1,2,6,2.5271,2,1,2,2,2,1,2,1,2,3,3
6353,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,6,6,4,4,4,1,1,1,1,1,2,1,4,4,4,4,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,59,9,1,2,1,1,2,1,3,1,1,6,1.6985,1,2,1,1,2,1,1,3,2,2,2
6354,27/08/2020,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,3,6,1,4,4,4,1,4,4,3,2,2,2,2,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,48,2,2,2,2,2,1,2,12,2,2,3,0.5478,2,2,2,2,1,2,9,3,2,1,1
6355,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,6,1,4,4,4,4,4,4,4,4,2,2,2,3,3,4,1,2,2,2,2,2,2,1,2,2,2,2,2,1,5,12,2,2,2,2,2,2,1,16,2,2,6,0.4837,2,2,2,2,2,1,2,2,2,3,3
6356,27/08/2020,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,6,6,4,1,1,1,4,4,4,4,2,1,1,5,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,48,2,2,2,2,2,1,1,3,1,2,1,2.0736,2,2,2,2,1,1,2,2,2,1,1
6357,27/08/2020,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,2,1,1,1,4,3,4,3,2,2,2,2,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,5,12,2,1,2,2,2,2,1,12,2,2,1,0.327,1,2,2,2,2,1,2,3,2,1,1
6358,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,6,6,4,4,4,3,4,4,4,4,2,2,2,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,35,2,2,2,2,2,1,2,14,2,2,1,0.6004,2,2,2,2,1,2,2,1,2,1,1
6359,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,6,2,4,4,4,3,3,4,4,3,2,1,2,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,9,9,63,2,9,9,1,2,2,2,5,9,1,1,0.7773,9,9,1,2,2,2,2,3,2,1,1
6360,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,2,4,4,4,2,1,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,48,2,2,2,2,2,2,2,13,1,1,6,2.5271,2,2,2,2,2,2,2,2,2,3,3
6361,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,1,2,3,4,4,4,4,4,3,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,9,9,59,2,2,2,1,2,2,2,9,1,1,3,1.0739,2,2,1,2,2,2,2,3,2,1,1
6362,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,6,6,4,4,4,4,4,4,4,3,2,1,5,4,5,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,35,2,2,2,2,2,2,1,10,2,2,6,0.3567,2,2,2,2,2,1,2,3,2,1,3
6363,27/08/2020,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,6,9,4,4,4,4,3,4,3,2,2,2,3,3,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,6,48,2,2,2,2,2,1,2,15,2,2,6,0.6537,2,2,2,2,1,2,2,2,2,1,2
6364,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,7,9,9,3,3,3,3,3,3,3,3,2,1,3,5,3,5,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,35,2,2,2,2,1,1,1,8,2,2,6,0.3588,2,2,2,1,1,1,2,1,2,1,2
6365,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,5,5,3,4,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,24,2,2,2,2,2,1,2,9,2,2,1,0.7916,2,2,2,2,1,2,2,3,2,1,1
6366,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,3,6,1,4,4,2,4,4,4,4,2,1,5,5,3,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,59,1,2,2,1,2,1,1,6,2,1,6,0.5659,2,2,1,2,1,1,2,2,2,3,3
6367,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,1,2,4,4,4,3,9,1,4,4,3,4,2,2,2,2,2,2,2,1,2,2,2,2,9,1,5,35,2,9,9,9,9,9,9,7,2,2,3,0.3921,9,9,9,9,9,9,2,2,2,1,1
6368,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6,2,4,4,4,4,4,3,3,4,2,2,3,4,4,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,48,2,2,2,2,1,1,2,10,2,2,6,0.5144,2,2,2,1,1,2,1,2,2,3,2
6369,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,1,4,2,4,3,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,59,2,2,2,1,2,2,2,13,1,1,6,2.0362,2,2,1,2,2,2,2,2,2,3,3
6370,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,3,4,3,3,3,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,48,2,2,2,2,2,2,1,17,2,2,1,1.6298,2,2,2,2,2,1,2,1,2,1,1
6371,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,4,6,6,4,4,4,4,4,4,2,4,2,1,3,4,3,3,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,35,2,1,2,2,2,2,1,17,2,2,6,1.5231,1,2,2,2,2,1,2,2,2,3,3
6372,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6,3,4,4,4,1,4,1,4,1,2,2,3,3,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,35,2,2,2,2,2,1,1,12,2,1,3,0.4558,2,2,2,2,1,1,2,2,2,1,1
6373,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,1,3,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,46,2,2,2,2,2,1,2,13,1,1,1,1.8364,2,2,2,2,1,2,2,1,2,1,1
6374,27/08/2020,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,4,4,4,4,4,4,4,4,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,9,9,13,2,2,1,2,2,1,2,12,2,2,1,0.4312,2,1,2,2,1,2,2,3,2,1,1
6375,27/08/2020,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,6,6,5,5,5,5,1,4,3,2,2,1,4,4,3,4,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,35,2,2,2,1,1,2,1,8,2,1,6,0.3588,2,2,1,1,2,1,2,2,2,3,3
6376,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,2,2,3,3,3,4,2,2,3,2,1,4,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,46,2,2,2,2,2,1,1,9,2,1,6,0.3962,2,2,2,2,1,1,2,1,2,1,2
6377,27/08/2020,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,6,6,4,4,3,4,4,4,4,4,2,2,3,2,3,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,3,35,2,2,2,2,1,2,2,16,2,1,6,0.5703,2,2,2,1,2,2,2,1,2,1,1
6378,27/08/2020,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,6,1,4,4,4,3,2,4,4,4,2,2,3,4,4,5,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,24,2,2,2,2,2,2,1,11,1,2,6,2.8996,2,2,2,2,2,1,2,2,2,1,2
6379,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,7,9,9,1,1,1,1,1,1,1,1,2,1,4,4,4,4,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,59,2,2,2,1,1,1,1,16,2,1,6,0.5001,2,2,1,1,1,1,2,1,2,3,3
6380,27/08/2020,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,4,4,4,3,4,2,4,2,2,2,3,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,35,2,1,1,2,2,1,1,14,2,2,9,0.6004,1,1,2,2,1,1,2,3,2,1,1
6381,27/08/2020,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,3,3,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,24,2,2,2,2,2,1,2,11,1,1,1,2.8996,2,2,2,2,1,2,2,1,2,1,1
6382,27/08/2020,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,3,4,3,4,3,2,4,3,2,2,3,4,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48,1,2,2,2,2,1,1,10,2,1,6,0.5144,2,2,2,2,1,1,2,3,2,1,3
6383,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,6,6,4,4,4,4,4,3,4,3,2,1,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,48,2,2,2,2,1,1,2,17,2,2,6,1.6298,2,2,2,1,1,2,2,1,2,3,3
6384,27/08/2020,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,6,1,3,3,3,3,3,3,2,3,2,2,4,4,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,9,9,63,2,2,2,2,2,2,1,13,9,2,6,0.4406,2,2,2,2,2,1,2,9,2,2,2
6385,27/08/2020,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,1,2,1,1,1,1,1,1,2,1,3,5,5,5,1,2,2,1,2,2,1,1,1,2,2,1,1,9,7,46,2,2,2,2,2,1,2,9,1,1,3,0.8058,2,2,2,2,1,2,2,2,2,1,1
6386,27/08/2020,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,59,2,2,2,2,2,1,2,12,2,2,1,0.3991,2,2,2,2,1,2,2,3,2,1,1
6387,27/08/2020,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,1,2,2,2,2,2,5,2,5,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,48,2,2,2,2,2,2,1,7,2,2,6,0.6206,2,2,2,2,2,1,1,2,2,1,2
6388,27/08/2020,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,6,1,1,2,1,2,1,4,2,1,2,1,5,5,5,5,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,35,2,2,2,2,1,1,1,7,2,1,6,0.3921,2,2,2,1,1,1,2,2,2,2,2
6389,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,1,4,4,4,4,1,2,2,2,2,2,1,1,2,2,2,2,1,2,3,35,2,2,2,1,2,2,1,10,2,2,1,0.3567,2,2,1,2,2,1,2,2,2,1,1
6390,27/08/2020,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,4,2,2,3,4,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,59,2,2,2,2,2,1,2,10,2,2,3,0.296,2,2,2,2,1,2,2,1,2,1,1
6391,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,4,4,4,4,4,4,4,3,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,35,2,2,2,2,2,1,2,10,2,2,3,0.3567,2,2,2,2,1,2,2,2,2,1,1
6392,27/08/2020,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,6,5,5,5,2,2,5,5,1,2,2,3,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,35,2,1,2,2,2,2,1,14,2,1,1,0.6004,1,2,2,2,2,1,2,2,2,1,1
6393,27/08/2020,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,4,4,4,4,4,4,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,35,2,2,2,2,2,2,1,15,2,2,1,0.5119,2,2,2,2,2,1,2,2,2,1,1
